city_id,city_name,year,longterm_aridity_index,annual_aridity_index,vegetation_fraction,built_up_fraction,annual_vpd_mean,dominant_climate_code,dominant_climate_name
C001,Synthetic city 1,2001,0.298547713597906,0.28625192038062175,0.19089126104623708,0.4995194946470242,1.755880151499601,B,Dry
C001,Synthetic city 1,2002,0.298547713597906,0.3381402395062366,0.19189126104623708,0.5015194946470242,1.7237187694809855,B,Dry
C001,Synthetic city 1,2003,0.298547713597906,0.26891445445608786,0.19289126104623708,0.5035194946470242,1.7821045934095836,B,Dry
C001,Synthetic city 1,2004,0.298547713597906,0.3790473725155059,0.19389126104623708,0.5055194946470242,1.5973270101003858,B,Dry
C001,Synthetic city 1,2005,0.298547713597906,0.29385786273723574,0.19489126104623708,0.5075194946470242,1.7137671310972908,B,Dry
C001,Synthetic city 1,2006,0.298547713597906,0.30970964699034886,0.19589126104623708,0.5095194946470242,1.7322570060654552,B,Dry
C001,Synthetic city 1,2007,0.298547713597906,0.2905767278471202,0.19689126104623708,0.5115194946470242,1.7706999596059938,B,Dry
C001,Synthetic city 1,2008,0.298547713597906,0.30694193621879307,0.19789126104623708,0.5135194946470242,1.7861298296829209,B,Dry
C001,Synthetic city 1,2009,0.298547713597906,0.27364351409300036,0.19889126104623708,0.5155194946470242,1.7053134626105093,B,Dry
C001,Synthetic city 1,2010,0.298547713597906,0.21273531837987236,0.19989126104623708,0.5175194946470242,1.746092595219521,B,Dry
C001,Synthetic city 1,2011,0.298547713597906,0.28588228621848427,0.20089126104623709,0.5195194946470242,1.734017545324112,B,Dry
C001,Synthetic city 1,2012,0.298547713597906,0.3161954279226944,0.20189126104623709,0.5215194946470242,1.7063797611470546,B,Dry
C001,Synthetic city 1,2013,0.298547713597906,0.27710141346331724,0.2028912610462371,0.5235194946470242,1.799175949610617,B,Dry
C001,Synthetic city 1,2014,0.298547713597906,0.24968916381256762,0.2038912610462371,0.5255194946470242,1.7262438839943404,B,Dry
C001,Synthetic city 1,2015,0.298547713597906,0.35734442584334675,0.2048912610462371,0.5275194946470242,1.847004219514436,B,Dry
C001,Synthetic city 1,2016,0.298547713597906,0.1919125360974065,0.20589126104623706,0.5295194946470242,1.6891308783847205,B,Dry
C001,Synthetic city 1,2017,0.298547713597906,0.29686866335532236,0.20689126104623706,0.5315194946470242,1.7553791145313904,B,Dry
C001,Synthetic city 1,2018,0.298547713597906,0.2914499116762978,0.20789126104623706,0.5335194946470242,1.7487714290515963,B,Dry
C001,Synthetic city 1,2019,0.298547713597906,0.17714516943802913,0.20889126104623706,0.5355194946470242,1.7236679796893262,B,Dry
C001,Synthetic city 1,2020,0.298547713597906,0.2090834051588819,0.20989126104623707,0.5375194946470242,1.7067631491786275,B,Dry
C001,Synthetic city 1,2021,0.298547713597906,0.33578680205792216,0.21089126104623707,0.5395194946470242,1.7313033482289029,B,Dry
C001,Synthetic city 1,2022,0.298547713597906,0.3083492602869715,0.21189126104623707,0.5415194946470242,1.720591224333997,B,Dry
C001,Synthetic city 1,2023,0.298547713597906,0.34706344617707496,0.21289126104623707,0.5435194946470242,1.6275520524978981,B,Dry
C001,Synthetic city 1,2024,0.298547713597906,0.3259048380027585,0.21389126104623707,0.5455194946470242,1.7215715850736564,B,Dry
C002,Synthetic city 2,2001,0.7319843436293139,0.6905872354536485,0.4091516056391234,0.2788134175141773,1.3052998705934966,C,Temperate
C002,Synthetic city 2,2002,0.7319843436293139,0.7559820865879127,0.4101516056391234,0.2808134175141773,1.2762806855986257,C,Temperate
C002,Synthetic city 2,2003,0.7319843436293139,0.7329670720807676,0.4111516056391234,0.2828134175141773,1.291820746526471,C,Temperate
C002,Synthetic city 2,2004,0.7319843436293139,0.7724280820032292,0.4121516056391234,0.2848134175141773,1.2629785625333576,C,Temperate
C002,Synthetic city 2,2005,0.7319843436293139,0.772100794098791,0.4131516056391234,0.2868134175141773,1.206192335696414,C,Temperate
C002,Synthetic city 2,2006,0.7319843436293139,0.6922121868100679,0.4141516056391234,0.28881341751417733,1.2730931531853626,C,Temperate
C002,Synthetic city 2,2007,0.7319843436293139,0.8345382467203886,0.4151516056391234,0.29081341751417733,1.2356377355134671,C,Temperate
C002,Synthetic city 2,2008,0.7319843436293139,0.7311151439189664,0.4161516056391234,0.29281341751417733,1.2281762537863876,C,Temperate
C002,Synthetic city 2,2009,0.7319843436293139,0.6535076775506935,0.4171516056391234,0.29481341751417733,1.2801245073361416,C,Temperate
C002,Synthetic city 2,2010,0.7319843436293139,0.7147966721294152,0.4181516056391234,0.29681341751417734,1.2813671658772514,C,Temperate
C002,Synthetic city 2,2011,0.7319843436293139,0.6701856935231755,0.4191516056391234,0.29881341751417734,1.263673065667744,C,Temperate
C002,Synthetic city 2,2012,0.7319843436293139,0.7431642963744458,0.4201516056391234,0.30081341751417734,1.1355160133466873,C,Temperate
C002,Synthetic city 2,2013,0.7319843436293139,0.7733340486334339,0.4211516056391234,0.30281341751417734,1.261018002833102,C,Temperate
C002,Synthetic city 2,2014,0.7319843436293139,0.7310606922721091,0.4221516056391234,0.30481341751417734,1.2504919573661646,C,Temperate
C002,Synthetic city 2,2015,0.7319843436293139,0.7033884095241848,0.4231516056391234,0.30681341751417734,1.2771857994790214,C,Temperate
C002,Synthetic city 2,2016,0.7319843436293139,0.6517072839009327,0.4241516056391234,0.30881341751417735,1.2770595734742733,C,Temperate
C002,Synthetic city 2,2017,0.7319843436293139,0.7415058079480301,0.4251516056391234,0.31081341751417735,1.2603588460664117,C,Temperate
C002,Synthetic city 2,2018,0.7319843436293139,0.7507731163322336,0.4261516056391234,0.31281341751417735,1.3283757369820872,C,Temperate
C002,Synthetic city 2,2019,0.7319843436293139,0.7388282334522401,0.4271516056391234,0.31481341751417735,1.1986780874615277,C,Temperate
C002,Synthetic city 2,2020,0.7319843436293139,0.6797580766189635,0.4281516056391234,0.3168134175141773,1.2240046400626345,C,Temperate
C002,Synthetic city 2,2021,0.7319843436293139,0.668138215601875,0.4291516056391234,0.3188134175141773,1.2005081272145197,C,Temperate
C002,Synthetic city 2,2022,0.7319843436293139,0.6681393465696588,0.4301516056391234,0.3208134175141773,1.3193340795145263,C,Temperate
C002,Synthetic city 2,2023,0.7319843436293139,0.7884677722094915,0.4311516056391234,0.3228134175141773,1.2210311884149059,C,Temperate
C002,Synthetic city 2,2024,0.7319843436293139,0.7462441222065891,0.4321516056391234,0.3248134175141773,1.2691665631845086,C,Temperate
C003,Synthetic city 3,2001,1.2120640454792775,1.2017639088967236,0.510681495731771,0.1781429431075595,0.725550147276153,A,Tropical
C003,Synthetic city 3,2002,1.2120640454792775,1.163602814196269,0.511681495731771,0.1801429431075595,0.7701185249201505,A,Tropical
C003,Synthetic city 3,2003,1.2120640454792775,1.2500539957141883,0.512681495731771,0.1821429431075595,0.65492239152185,A,Tropical
C003,Synthetic city 3,2004,1.2120640454792775,1.268003298162663,0.513681495731771,0.1841429431075595,0.790814920078255,A,Tropical
C003,Synthetic city 3,2005,1.2120640454792775,1.3139437612354803,0.514681495731771,0.1861429431075595,0.7590915205160883,A,Tropical
C003,Synthetic city 3,2006,1.2120640454792775,1.274396124371662,0.515681495731771,0.1881429431075595,0.7311594273735195,A,Tropical
C003,Synthetic city 3,2007,1.2120640454792775,1.1902589260568104,0.516681495731771,0.1901429431075595,0.8052846448710512,A,Tropical
C003,Synthetic city 3,2008,1.2120640454792775,1.1957322686019973,0.517681495731771,0.1921429431075595,0.717030819121883,A,Tropical
C003,Synthetic city 3,2009,1.2120640454792775,1.220887614412809,0.518681495731771,0.19414294310755947,0.7465736118300662,A,Tropical
C003,Synthetic city 3,2010,1.2120640454792775,1.189277921675645,0.519681495731771,0.19614294310755948,0.7833760224442576,A,Tropical
C003,Synthetic city 3,2011,1.2120640454792775,1.2250485915268303,0.520681495731771,0.19814294310755948,0.770622987200096,A,Tropical
C003,Synthetic city 3,2012,1.2120640454792775,1.2555834610346537,0.521681495731771,0.20014294310755948,0.7929465816305693,A,Tropical
C003,Synthetic city 3,2013,1.2120640454792775,1.2028102490473576,0.522681495731771,0.20214294310755948,0.8000275706781468,A,Tropical
C003,Synthetic city 3,2014,1.2120640454792775,1.323304109294632,0.523681495731771,0.20414294310755948,0.7605745943187677,A,Tropical
C003,Synthetic city 3,2015,1.2120640454792775,1.198778345660623,0.524681495731771,0.20614294310755948,0.6443238436295338,A,Tropical
C003,Synthetic city 3,2016,1.2120640454792775,1.1217714306118403,0.525681495731771,0.20814294310755949,0.7409992552100217,A,Tropical
C003,Synthetic city 3,2017,1.2120640454792775,1.1681087028207882,0.526681495731771,0.2101429431075595,0.7640604747819143,A,Tropical
C003,Synthetic city 3,2018,1.2120640454792775,1.264124115303816,0.527681495731771,0.2121429431075595,0.75417318797733,A,Tropical
C003,Synthetic city 3,2019,1.2120640454792775,1.1522548355818738,0.528681495731771,0.2141429431075595,0.666251114713973,A,Tropical
C003,Synthetic city 3,2020,1.2120640454792775,1.1617314317190977,0.529681495731771,0.2161429431075595,0.7822256733815158,A,Tropical
C003,Synthetic city 3,2021,1.2120640454792775,1.2461689104123406,0.530681495731771,0.2181429431075595,0.7400664831826815,A,Tropical
C003,Synthetic city 3,2022,1.2120640454792775,1.2091157833059565,0.531681495731771,0.2201429431075595,0.7970546575370474,A,Tropical
C003,Synthetic city 3,2023,1.2120640454792775,1.2022544735058187,0.532681495731771,0.2221429431075595,0.8093676505947666,A,Tropical
C003,Synthetic city 3,2024,1.2120640454792775,1.2255805855120374,0.533681495731771,0.2241429431075595,0.726525393696459,A,Tropical
C004,Synthetic city 4,2001,0.5849091821518086,0.6553140143503157,0.2638394210410886,0.6376553042920298,1.3283447980214402,D,Continental
C004,Synthetic city 4,2002,0.5849091821518086,0.5953795388582201,0.2648394210410886,0.6396553042920298,1.4995258646924614,D,Continental
C004,Synthetic city 4,2003,0.5849091821518086,0.5016622445787139,0.2658394210410886,0.6416553042920298,1.4161086755372376,D,Continental
C004,Synthetic city 4,2004,0.5849091821518086,0.5849394316881713,0.2668394210410886,0.6436553042920298,1.3146140056874092,D,Continental
C004,Synthetic city 4,2005,0.5849091821518086,0.5995279279588803,0.2678394210410886,0.6456553042920298,1.4255867821244361,D,Continental
C004,Synthetic city 4,2006,0.5849091821518086,0.5349565166327341,0.2688394210410886,0.6476553042920298,1.4594865676591708,D,Continental
C004,Synthetic city 4,2007,0.5849091821518086,0.4832878091106222,0.2698394210410886,0.6496553042920298,1.3172872758849308,D,Continental
C004,Synthetic city 4,2008,0.5849091821518086,0.6392128167500519,0.2708394210410886,0.6516553042920298,1.4407613330038749,D,Continental
C004,Synthetic city 4,2009,0.5849091821518086,0.534825378466051,0.2718394210410886,0.6536553042920298,1.3807519377726294,D,Continental
C004,Synthetic city 4,2010,0.5849091821518086,0.4923432978691795,0.2728394210410886,0.6556553042920298,1.3615501990309569,D,Continental
C004,Synthetic city 4,2011,0.5849091821518086,0.5161700281257133,0.2738394210410886,0.6576553042920298,1.4524611041821345,D,Continental
C004,Synthetic city 4,2012,0.5849091821518086,0.5604344272927754,0.2748394210410886,0.6596553042920298,1.3872666349639147,D,Continental
C004,Synthetic city 4,2013,0.5849091821518086,0.6179067415371834,0.2758394210410886,0.6616553042920298,1.4380744266250995,D,Continental
C004,Synthetic city 4,2014,0.5849091821518086,0.6394615885102408,0.2768394210410886,0.6636553042920298,1.3409078775501333,D,Continental
C004,Synthetic city 4,2015,0.5849091821518086,0.6496729519026273,0.2778394210410886,0.6656553042920298,1.4396393665547196,D,Continental
C004,Synthetic city 4,2016,0.5849091821518086,0.5608609372074007,0.2788394210410886,0.6676553042920298,1.464991795089006,D,Continental
C004,Synthetic city 4,2017,0.5849091821518086,0.6776612759965701,0.2798394210410886,0.6696553042920298,1.413548993679601,D,Continental
C004,Synthetic city 4,2018,0.5849091821518086,0.5757323515637894,0.2808394210410886,0.6716553042920298,1.4005031185018813,D,Continental
C004,Synthetic city 4,2019,0.5849091821518086,0.48582772211074554,0.2818394210410886,0.6736553042920298,1.4873902399610275,D,Continental
C004,Synthetic city 4,2020,0.5849091821518086,0.6143739548613455,0.2828394210410886,0.6756553042920298,1.4455689563224101,D,Continental
C004,Synthetic city 4,2021,0.5849091821518086,0.6168841342319847,0.2838394210410886,0.6776553042920298,1.3958894052973574,D,Continental
C004,Synthetic city 4,2022,0.5849091821518086,0.695998210218552,0.2848394210410886,0.6796553042920298,1.4281741414218054,D,Continental
C004,Synthetic city 4,2023,0.5849091821518086,0.567936674732364,0.2858394210410886,0.6816553042920298,1.3617308108568065,D,Continental
C004,Synthetic city 4,2024,0.5849091821518086,0.7170540739736323,0.2868394210410886,0.6836553042920298,1.4635671374278199,D,Continental
C005,Synthetic city 5,2001,0.33554821580657457,0.3159451620491274,0.18994243829516883,0.44690665998877915,1.7354409945049865,B,Dry
C005,Synthetic city 5,2002,0.33554821580657457,0.4053885401291473,0.19094243829516883,0.44890665998877916,1.7598303295157998,B,Dry
C005,Synthetic city 5,2003,0.33554821580657457,0.30638234453134,0.19194243829516883,0.45090665998877916,1.6800721159595726,B,Dry
C005,Synthetic city 5,2004,0.33554821580657457,0.26364259077399765,0.19294243829516883,0.45290665998877916,1.7703559531141415,B,Dry
C005,Synthetic city 5,2005,0.33554821580657457,0.35196220663803446,0.19394243829516883,0.45490665998877916,1.7924835434252173,B,Dry
C005,Synthetic city 5,2006,0.33554821580657457,0.30224657574362707,0.19494243829516883,0.45690665998877916,1.7449771586527225,B,Dry
C005,Synthetic city 5,2007,0.33554821580657457,0.36758127932776474,0.19594243829516883,0.45890665998877916,1.7128940479865926,B,Dry
C005,Synthetic city 5,2008,0.33554821580657457,0.24553964810370318,0.19694243829516883,0.46090665998877917,1.773362474120134,B,Dry
